Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
59.533.1585,FALSE,FALSE,811634,Drawings and Prints,Print,Explanation of the Arms of Napoleon Bonaparte,,,,,,Printer|Publisher|Artist,,"Harrison & Leigh Printers|Rudolph Ackermann, London|Thomas Rowlandson","London|active 1794–1829|British, London 1757–1827 London",,"Harrison & Leigh Printers|Ackermann, Rudolph|Rowlandson, Thomas",,1800      |1764      |1757      ,1850      |1834      |1827      ,April 1814,1814,1814,"Hand-colored etching and aquatint, letterpress",Sheet: 18 5/8 × 11 5/16 in. (47.3 × 28.7 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811634,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1619,FALSE,TRUE,811635,Drawings and Prints,Print,Hagar in the Desert,,,,,,Artist|Engraver,After,Joseph Vernet|Jean-Baptiste Tilliard,"French, Avignon 1714–1789 Paris|French, 1740?–1813",,"Vernet, Joseph|Tilliard, Jean-Baptiste",,1714      |1740      ,1789      |1740      ,ca. 1770,1765,1775,Engraving,Sheet (Trimmed): 12 13/16 × 14 15/16 in. (32.5 × 38 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811635,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1508,FALSE,TRUE,811636,Drawings and Prints,Print,View of Spoleto,,,,,,Artist|Engraver,After,Joseph Vernet|Pietro Antonio Martini,"French, Avignon 1714–1789 Paris|Italian, Trescali 1738–1797 Parma",,"Vernet, Joseph|Martini, Pietro Antonio",,1714      |1738      ,1789      |1797      ,ca. 1770,1765,1775,Engraving,Sheet (Trimmed ): 11 1/8 × 12 11/16 in. (28.3 × 32.2 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811636,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
13.38.2,FALSE,FALSE,811637,Islamic Art,Bust,Bus,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/811637,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
62.600.312,FALSE,FALSE,811638,Drawings and Prints,Print,Night,,,,,,Artist|Engraver|Publisher,After,Joseph Vernet|Francesco del Pedro|Niccolò Cavalli,"French, Avignon 1714–1789 Paris|Italian, Udine 1749–1806 Venice|Italian, Longarone, 1730–1822",,"Vernet, Joseph|Pedro, Francesco del|Cavalli, Niccolo",,1714      |1749      |1730      ,1789      |1806      |1822      ,ca. 1770,1765,1775,Engraving,Sheet (Trimmed): 12 1/2 × 17 1/8 in. (31.8 × 43.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811638,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
1973.542.10,FALSE,FALSE,811639,Photographs,Stereograph; Diablerie,Ferme de Satan,,,,,,Artist,,Unknown,French,,Unknown,,,,1860s,1860,1869,Albumen silver print,3 1/2 × 7 in. (8.9 × 17.8 cm),"Gift of Lincoln Kirstein, 1973",,,,,,,,,,,,(not assigned),,http://www.metmuseum.org/art/collection/search/811639,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
1975.546.2,FALSE,FALSE,811640,Photographs,Glass positive,[Mountains],,,,,,Artist,Attributed to,Charles Soulier,"French, 1840–1875",,"Soulier, Charles",,1840,1875,1850s,1850,1859,Glass positive,3 1/2 × 6 3/4 in. (8.9 × 17.1 cm),"Gift of A. Hyatt Mayor, 1975",,,,,,,,,,,,Transparencies,,http://www.metmuseum.org/art/collection/search/811640,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1627,FALSE,TRUE,811641,Drawings and Prints,Print,The Bathers,,,,,,Artist,After,Joseph Vernet,"French, Avignon 1714–1789 Paris",,"Vernet, Joseph",,1714,1789,ca. 1760,1755,1765,Engraving,Sheet (Trimmed): 5 15/16 × 6 11/16 in. (15.1 × 17 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811641,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1626,FALSE,TRUE,811642,Drawings and Prints,Print,Harbor and Fishermen,,,,,,Artist,,Joseph Vernet,"French, Avignon 1714–1789 Paris",,"Vernet, Joseph",,1714,1789,ca. 1760,1755,1765,Etching,Sheet (Trimmed): 7 15/16 × 11 7/16 in. (20.2 × 29 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811642,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
2018.752,FALSE,FALSE,811644,Costume Institute,Necklace,Necklace,French,,,,,Manufacturer|Designer,,Jean Clemént|Elsa Schiaparelli,"French, 1900–1949|Italian, 1890–1973",,Clemént Jean|Schiaparelli Elsa,,1900      |1890      ,1949      |1973      ,fall 1938,1938,1938,"cellulose acetate, tin",,"Purchase, Friends of The Costume Institute Gifts, 2018",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/811644,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
51.644.80(11),FALSE,FALSE,811646,Drawings and Prints,Drawing Ornament & Architecture,Wall Elevation with a Fireplace for Hyde Park,,,,,,Artist,,"Ogden Codman, Jr.","American, Boston, Massachusetts 1868–1951 Grégy-sur-Yerre",,"Codman, Ogden Jr.",,1868,1951,1898 (?),1898,1898,"Watercolor and graphite, heightened in white",Sheet: 7 11/16 × 13 7/8 in. (19.6 × 35.2 cm),"Gift of Estate of Ogden Codman, 1951",,,,,,,,,,,,Drawings|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/811646,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1548,FALSE,TRUE,811653,Drawings and Prints,Print,Harbor Scene,,,,,,Artist|Engraver,After,Joseph Vernet|Franz Edmund Weirotter,"French, Avignon 1714–1789 Paris|Austrian, 1733–1771",,"Vernet, Joseph|Weirotter, Franz Edmund",,1714      |1733      ,1789      |1771      ,ca. 1764,1759,1769,Engraving,Sheet (Trimmed): 8 5/16 × 10 3/4 in. (21.1 × 27.3 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811653,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1551,FALSE,TRUE,811655,Drawings and Prints,Print,Castle St. Angelo,,,,,,Engraver|Artist,After,Carl Gottlieb Guttenberg|Joseph Vernet,"German, 1743–1790|French, Avignon 1714–1789 Paris",,"Guttenberg, Carl Gottlieb|Vernet, Joseph",,1743      |1714      ,1790      |1789      ,ca. 1772,1767,1777,Engraving,Sheet (Trimmed): 5 13/16 × 8 1/16 in. (14.8 × 20.4 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811655,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1549,FALSE,TRUE,811656,Drawings and Prints,Print,Harbor Scene,,,,,,Artist|Engraver,After,Joseph Vernet|Franz Edmund Weirotter,"French, Avignon 1714–1789 Paris|Austrian, 1733–1771",,"Vernet, Joseph|Weirotter, Franz Edmund",,1714      |1733      ,1789      |1771      ,ca. 1764,1759,1769,Etching,Sheet (Trimmed): 8 1/8 × 10 5/8 in. (20.7 × 27 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811656,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1550,FALSE,TRUE,811657,Drawings and Prints,Print,Bridge in Rome,,,,,,Engraver|Artist,After,Joseph C. Maillet|Joseph Vernet,"French, Paris 1751–1811 Paris|French, Avignon 1714–1789 Paris",,"Maillet, Joseph C.|Vernet, Joseph",,1751      |1714      ,1811      |1789      ,ca. 1770,1765,1775,Engraving,Sheet (Trimmed): 5 11/16 × 8 1/16 in. (14.5 × 20.5 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811657,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1478,FALSE,TRUE,811658,Drawings and Prints,Print,Fourth View of Italy,,,,,,Engraver|Artist,After,Pierre Jacques Duret|Joseph Vernet,"French, Paris 1729–1796|French, Avignon 1714–1789 Paris",,"Duret, Pierre Jacques|Vernet, Joseph",,1729      |1714      ,1796      |1789      ,ca. 1750–1800,1745,1805,Engraving; first state of two,Sheet (Trimmed ): 13 11/16 × 15 3/4 in. (34.8 × 40 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811658,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1620,FALSE,TRUE,811659,Drawings and Prints,Print,Jonas Leaving the Whale,,,,,,Artist|Engraver,After,Joseph Vernet|Jean-Baptiste Tilliard,"French, Avignon 1714–1789 Paris|French, 1740?–1813",,"Vernet, Joseph|Tilliard, Jean-Baptiste",,1714      |1740      ,1789      |1740      ,ca. 1770,1765,1775,Engraving,Sheet (Trimmed): 12 13/16 × 14 15/16 in. (32.6 × 38 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811659,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
24.63.1281,FALSE,TRUE,811660,Drawings and Prints,Print,The Old Fortress,,,,,,Artist|Engraver,After,Joseph Vernet|Jean Jacques Le Veau,"French, Avignon 1714–1789 Paris|French, Rouen 1729–1786 Paris",,"Vernet, Joseph|Le Veau, Jean Jacques",,1714      |1729      ,1789      |1786      ,ca. 1750–1800,1745,1755,Engraving; second state of two,Sheet: 10 7/8 × 13 1/2 in. (27.7 × 34.3 cm),,,,,,,,,,,,,,,,,
"Plate: 9 7/16 × 11 in. (24 × 28 cm)""","Gift of Georgiana W. Sargent, in memory of John Osborne Sargent, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811660,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
24.63.967,FALSE,TRUE,811661,Drawings and Prints,Print,Nanque aliud ex alio clarescere corde uidemus. Artibus ad summus donec uenere cacumen.,,,,,,Engraver|Engraver|Artist,After,Niccolò Cavalli|Pellegrino dal Colle|Joseph Vernet,"Italian, Longarone, 1730–1822|Italian, Belluno 1737–1812 Venice|French, Avignon 1714–1789 Paris",,"Cavalli, Niccolo|dal Colle, Pellegrino|Vernet, Joseph",,1730      |1737      |1714      ,1822      |1812      |1789      ,ca. 1750–1800,1745,1805,Engraving,Sheet (Trimmed): 8 11/16 in. × 11 in. (22 × 28 cm),"Gift of Georgiana W. Sargent, in memory of John Osborne Sargent, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811661,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1504,FALSE,TRUE,811662,Drawings and Prints,Print,Port of Livorne,,,,,,Engraver|Artist,After,Simon Fokke|Joseph Vernet,"Dutch, 1712–1784|French, Avignon 1714–1789 Paris",,"Fokke, Simon|Vernet, Joseph",,1712      |1714      ,1784      |1789      ,ca. 1770,1765,1775,Engraving; first state of two,Sheet (Trimmed): 11 3/16 × 12 3/8 in. (28.4 × 31.5 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811662,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1543,FALSE,TRUE,811664,Drawings and Prints,Print,The Old Fortress,,,,,,Engraver|Artist,After,Jean Jacques Le Veau|Joseph Vernet,"French, Rouen 1729–1786 Paris|French, Avignon 1714–1789 Paris",,"Le Veau, Jean Jacques|Vernet, Joseph",,1729      |1714      ,1786      |1789      ,ca. 1770,1765,1775,Engraving,Sheet (Trimmed): 8 3/4 × 9 13/16 in. (22.3 × 25 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811664,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1542,FALSE,TRUE,811667,Drawings and Prints,Print,Second View of the Gulf of Venice,,,,,,Engraver|Artist,,François-Anne David|Joseph Vernet,"French, Paris 1741–1824 Paris|French, Avignon 1714–1789 Paris",,"David, François-Anne|Vernet, Joseph",,1741      |1714      ,1824      |1789      ,ca. 1770–1800,1765,1805,Engraving; first state of two,Sheet (Trimmed): 7 3/4 × 9 13/16 in. (19.7 × 25 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811667,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
2018.602a–d,FALSE,FALSE,811668,Costume Institute,"Dress, evening","Dress, evening",French,,,,,Designer|Design House,,Thierry Mugler|Mugler,"French, born 1948|French, founded 1974",,"Mugler Thierry|Mugler Mugler, Theirry",,1948      |1974      ,2048,fall/winter 1987–88,1987,1988,silk,,"Purchase, Catharine Breyer Van Bomel Foundation Fund, 2018",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/811668,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
2018.603,FALSE,FALSE,811669,Costume Institute,Sweater,"""Parts Knit""",French,,,,,Designer,,Issey Miyake,"Japanese, born 1938",,Miyake Issey,,1938,2038,fall/winter 1985–86,1985,1986,"wool, acrylic, nylon",,"Purchase, Catharine Breyer Van Bomel Foundation Fund, 2018",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/811669,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1554,FALSE,TRUE,811671,Drawings and Prints,Print,Fishermen by Moonlight,,,,,,Artist,,Joseph Vernet,"French, Avignon 1714–1789 Paris",,"Vernet, Joseph",,1714,1789,ca. 1750–1800,1745,1805,Colored aquatint,Sheet (Trimmed): 9 15/16 × 14 1/16 in. (25.2 × 35.7 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811671,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
2018.604,FALSE,FALSE,811673,Costume Institute,Necklace,Necklace,French,,,,,Manufacturer|Designer,,Goossens|Madame Grès (Alix Barton),"French, founded 1950|French, Paris 1903–1993 Var region",,"Goossens|Grès, Madame",,1950      |1903      ,9999      |1993      ,1969–71,1969,1971,metal,,"Purchase, Alfred Z. Solomon-Janet A. Sloane Endowment Fund, 2018",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/811673,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.1590,FALSE,FALSE,811674,Drawings and Prints,Print,Breaking Up of the Blue Stocking Club,,,,,,Publisher|Artist,,Thomas Tegg|Thomas Rowlandson,"British, 1776–1846|British, London 1757–1827 London",,"Tegg, Thomas|Rowlandson, Thomas",,1776      |1757      ,1846      |1827      ,"March 1, 1815",1815,1815,Hand-colored etching,Sheet: 9 3/4 × 14 3/16 in. (24.8 × 36 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811674,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1485,FALSE,TRUE,811675,Drawings and Prints,Print,Second View of Mount Cenia,,,,,,Engraver|Artist,After,Jacques II Chereau|Joseph Vernet,"French, Blois 1688–1776 Paris|French, Avignon 1714–1789 Paris",,"Chereau, Jacques II Sr.|Vernet, Joseph",,1688      |1714      ,1776      |1789      ,ca. 1750–1800,1745,1755,Engraving,Sheet (Trimmed): 16 1/16 × 11 5/16 in. (40.8 × 28.7 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811675,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.1591,FALSE,FALSE,811678,Drawings and Prints,Print,Breaking Up of the Blue Stocking Club,,,,,,Publisher|Artist,,Thomas Tegg|Thomas Rowlandson,"British, 1776–1846|British, London 1757–1827 London",,"Tegg, Thomas|Rowlandson, Thomas",,1776      |1757      ,1846      |1827      ,"March 1, 1815",1815,1815,Hand-colored etching,Sheet: 9 15/16 × 13 5/8 in. (25.3 × 34.6 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811678,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.1594,FALSE,FALSE,811679,Drawings and Prints,Print,A Lamentable Case of a Jury-Man,,,,,,Publisher|Artist,,Thomas Tegg|Thomas Rowlandson,"British, 1776–1846|British, London 1757–1827 London",,"Tegg, Thomas|Rowlandson, Thomas",,1776      |1757      ,1846      |1827      ,"March 10, 1815",1815,1815,Hand-colored etching,Sheet: 9 3/4 × 13 3/4 in. (24.8 × 34.9 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811679,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1484,FALSE,TRUE,811681,Drawings and Prints,Print,First View of Mount Cenia,,,,,,Artist|Engraver,After,Joseph Vernet|Jacques II Chereau,"French, Avignon 1714–1789 Paris|French, Blois 1688–1776 Paris",,"Vernet, Joseph|Chereau, Jacques II Sr.",,1714      |1688      ,1789      |1776      ,ca. 1750–1800,1745,1755,Engraving,Sheet (Trimmed): 16 in. × 11 1/4 in. (40.7 × 28.5 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811681,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.1595,FALSE,FALSE,811682,Drawings and Prints,Print,A Lamentable Case of a Jury-Man,,,,,,Publisher|Artist,,Thomas Tegg|Thomas Rowlandson,"British, 1776–1846|British, London 1757–1827 London",,"Tegg, Thomas|Rowlandson, Thomas",,1776      |1757      ,1846      |1827      ,"March 10, 1815",1815,1815,Hand-colored etching,Sheet: 9 1/2 × 13 3/4 in. (24.1 × 34.9 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811682,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.1578,FALSE,FALSE,811683,Drawings and Prints,Print,The Four Seasons of Love,,,,,,Publisher|Artist,,Thomas Tegg|Thomas Rowlandson,"British, 1776–1846|British, London 1757–1827 London",,"Tegg, Thomas|Rowlandson, Thomas",,1776      |1757      ,1846      |1827      ,"September 15, 1814",1814,1814,Hand-colored etching,Sheet: 9 3/16 × 12 7/8 in. (23.3 × 32.7 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811683,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
53.600.1546,FALSE,TRUE,811684,Drawings and Prints,Print,Second View of the Surroundings of Rochefort,,,,,,Engraver|Artist,After,D. Wallaert|Joseph Vernet,"French, active Paris, 1700–1800|French, Avignon 1714–1789 Paris",,"Wallaert, D.|Vernet, Joseph",,1700      |1714      ,1800      |1789      ,ca. 1750–1800,1745,1755,Engraving,Sheet (Trimmed): 7 7/16 × 10 3/8 in. (18.9 × 26.3 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811684,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.1579,FALSE,FALSE,811685,Drawings and Prints,Print,The Four Seasons of Love,,,,,,Artist|Publisher,,Thomas Rowlandson|Thomas Tegg,"British, London 1757–1827 London|British, 1776–1846",,"Rowlandson, Thomas|Tegg, Thomas",,1757      |1776      ,1827      |1846      ,"September 15, 1814",1814,1814,Hand-colored etching,Sheet: 9 15/16 × 13 7/16 in. (25.2 × 34.1 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811685,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.1535,FALSE,FALSE,811686,Drawings and Prints,Print,"A Doleful Disaster, or Miss Fubby Fatarmin's Wig Caught Fire",,,,,,Publisher|Artist,,Thomas Tegg|Thomas Rowlandson,"British, 1776–1846|British, London 1757–1827 London",,"Tegg, Thomas|Rowlandson, Thomas",,1776      |1757      ,1846      |1827      ,"September 20, 1813",1813,1813,Hand-colored etching,Sheet: 9 9/16 × 13 11/16 in. (24.3 × 34.7 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811686,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.1536,FALSE,FALSE,811688,Drawings and Prints,Print,"A Doleful Disaster, or Miss Fubby Fatarmin's Wig Caught Fire",,,,,,Publisher|Artist,,Thomas Tegg|Thomas Rowlandson,"British, 1776–1846|British, London 1757–1827 London",,"Tegg, Thomas|Rowlandson, Thomas",,1776      |1757      ,1846      |1827      ,"September 20, 1813",1813,1813,Hand-colored etching,Sheet: 9 9/16 × 13 1/2 in. (24.3 × 34.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811688,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
56.500.43 (4),FALSE,FALSE,811689,Drawings and Prints,"Print, Ornament & Architecture","Plate 4: Ornamental panel illustrating a scene from the History of Abraham and Jacob, where Abraham prepares food and water for Hagar and sends her off with their son into the wilderness of Beersheba; from Genesis 21:14",,,,,,Publisher|Artist,,Claes Jansz. Visscher|Hans Janssen,"Dutch, Amsterdam 1586–1652 Amsterdam|Dutch, 1605–after 1631",,"Visscher, Claes Jansz.|Janssen, Hans",,1586      |1605      ,1652      |1631      ,1633,1633,1633,Engraving and blackwork,Sheet (Trimmed): 3 7/8 × 1 9/16 in. (9.9 × 4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1956",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/811689,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
